Sno.,Model Name,Price,RAM,ROM,Battery Capacity,Camera,URL,Features
858,Energizer Energy E20,1349,32 MB RAM,32 MB ROM,1000 mAh Lithium-ion Battery,0.3MP Rear Camera,https://www.flipkart.com/energizer-energy-e20/p/itm961c552304a21?pid=MOBFUPU9GZMSZTGP&lid=LSTMOBFUPU9GZMSZTGPPXRNVR&marketplace=FLIPKART&srno=b_36_858&otracker=browse&fm=organic&iid=d980daaf-e376-4a59-9c73-16c848d50e52.MOBFUPU9GZMSZTGP.SEARCH&ssid=lwl4h3b51s0000001605235647322,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1000 mAh Lithium-ion Battery MediaTek MT6261D Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase
859,Salora Kiano,1349,32 MB RAM,32 MB ROM,1200 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/salora-kiano/p/itm09b49b911ef96?pid=MOBFGXH6WHCHHTMF&lid=LSTMOBFGXH6WHCHHTMFPCOD08&marketplace=FLIPKART&srno=b_36_859&otracker=browse&fm=organic&iid=d980daaf-e376-4a59-9c73-16c848d50e52.MOBFGXH6WHCHHTMF.SEARCH&ssid=lwl4h3b51s0000001605235647322,32 MB RAM | 32 MB ROM 6.1 cm (2.4 inch) VGA Display 1.3MP Rear Camera 1200 mAh Battery Spreadtrum Processor 1 Year Warranty
860,Snexian Rock,1349,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/snexian-rock/p/itmf3waczsdza6h4?pid=MOBFGYG8XH2ZPFYW&lid=LSTMOBFGYG8XH2ZPFYWAOUC40&marketplace=FLIPKART&srno=b_36_860&otracker=browse&fm=organic&iid=d980daaf-e376-4a59-9c73-16c848d50e52.MOBFGYG8XH2ZPFYW.SEARCH&ssid=lwl4h3b51s0000001605235647322,32 MB RAM | 32 MB ROM 4.32 cm (1.7 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year
861,I Kall K65,1349,32 MB RAM,64 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/i-kall-k65/p/itm2985be6588cfb?pid=MOBFN6R2WNH6XBHZ&lid=LSTMOBFN6R2WNH6XBHZXQLFNH&marketplace=FLIPKART&srno=b_36_861&otracker=browse&fm=organic&iid=d980daaf-e376-4a59-9c73-16c848d50e52.MOBFN6R2WNH6XBHZ.SEARCH&ssid=lwl4h3b51s0000001605235647322,32 MB RAM | 64 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty
862,Jivi N9030,1349,1 MB RAM,16 MB ROM,3000 mAh Battery,0.03MP; 0MP; 0MP Front Camera,https://www.flipkart.com/jivi-n9030/p/itmd8d6b79ceb892?pid=MOBFJHYJ7XFMB2VJ&lid=LSTMOBFJHYJ7XFMB2VJXKKNSO&marketplace=FLIPKART&srno=b_36_862&otracker=browse&fm=organic&iid=d980daaf-e376-4a59-9c73-16c848d50e52.MOBFJHYJ7XFMB2VJ.SEARCH&ssid=lwl4h3b51s0000001605235647322,1 MB RAM | 16 MB ROM | Expandable Upto 128 MB 7.11 cm (2.8 inch) QVGA Display 0.03MP + 0MP | 0MP Front Camera 3000 mAh Battery NA Processor 1 Year Manufacturer Warranty
863,Kechaoda K77,1351,32 MB RAM,64 MB ROM,1700 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kechaoda-k77/p/itmf3qpjg4wrqcwc?pid=MOBF3NHHYHUFTETD&lid=LSTMOBF3NHHYHUFTETDEIJ4HO&marketplace=FLIPKART&srno=b_36_863&otracker=browse&fm=organic&iid=d980daaf-e376-4a59-9c73-16c848d50e52.MOBF3NHHYHUFTETD.SEARCH&ssid=lwl4h3b51s0000001605235647322,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB 6.1 cm (2.4 inch) QVGA Display 0.3MP Rear Camera 1700 mAh Battery 1 Year Manufacturer Warranty
864,Micromax X746,1358,32 MB RAM,32 MB ROM,3000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/micromax-x746/p/itm43b62e01b6635?pid=MOBFJWXBJMUVYQFG&lid=LSTMOBFJWXBJMUVYQFGRLRJP0&marketplace=FLIPKART&srno=b_36_864&otracker=browse&fm=organic&iid=d980daaf-e376-4a59-9c73-16c848d50e52.MOBFJWXBJMUVYQFG.SEARCH&ssid=lwl4h3b51s0000001605235647322,32 MB RAM | 32 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 3000 mAh Battery 1 Year Warranty
865,Lava A7 2020,1359,24 MB RAM,32 MB ROM,1800 mAh Lithium-ion Battery,0.3MP Rear Camera,https://www.flipkart.com/lava-a7-2020/p/itm69e0faff8201b?pid=MOBFUMWPMVYFZDMV&lid=LSTMOBFUMWPMVYFZDMV40ARDN&marketplace=FLIPKART&srno=b_37_865&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFUMWPMVYFZDMV.SEARCH&ssid=g4vm5lfj9s0000001605235648624,24 MB RAM | 32 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1800 mAh Lithium-ion Battery 1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box
866,Lava A7 2020,1359,24 MB RAM,32 MB ROM,1800 mAh Lithium-ion Battery,0.3MP Rear Camera,https://www.flipkart.com/lava-a7-2020/p/itm69e0faff8201b?pid=MOBFUMWPARNJ9QUP&lid=LSTMOBFUMWPARNJ9QUPCZEPWU&marketplace=FLIPKART&srno=b_37_866&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFUMWPARNJ9QUP.SEARCH&ssid=g4vm5lfj9s0000001605235648624,24 MB RAM | 32 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1800 mAh Lithium-ion Battery 1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box
867,Micromax X756,1389,32 MB RAM,32 MB ROM,3000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/micromax-x756/p/itmfb38f42357823?pid=MOBFNBBY43THHSQF&lid=LSTMOBFNBBY43THHSQFAD1ZGV&marketplace=FLIPKART&srno=b_37_867&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFNBBY43THHSQF.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 32 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 3000 mAh Battery 1 Year Product and 6 Month Accessories
868,Micromax X756,1390,32 MB RAM,32 MB ROM,3000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/micromax-x756/p/itmfb38f42357823?pid=MOBFNQWHDF7J4XSQ&lid=LSTMOBFNQWHDF7J4XSQEDPC1Z&marketplace=FLIPKART&srno=b_37_868&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFNQWHDF7J4XSQ.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 32 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 3000 mAh Battery 1 Year Product and 6 Month Accessories
869,Itel IT 5060,1394,64 MB RAM,64 MB ROM,1500 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/itel-it-5060/p/itmfyzwtmgv4uyef?pid=MOBFYADXVXMHVHR9&lid=LSTMOBFYADXVXMHVHR9OE1HIL&marketplace=FLIPKART&srno=b_37_869&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFYADXVXMHVHR9.SEARCH&ssid=g4vm5lfj9s0000001605235648624,64 MB RAM | 64 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1500 mAh Battery 1 Year
870,Micromax X748,1418,32 MB RAM,32 MB ROM,2500 mAh Battery,0.1MP Rear Camera,https://www.flipkart.com/micromax-x748/p/itmb0058b26c9100?pid=MOBFMMQGZQ6RWHFG&lid=LSTMOBFMMQGZQ6RWHFGDGYBAX&marketplace=FLIPKART&srno=b_37_870&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFMMQGZQ6RWHFG.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 32 MB ROM 6.1 cm (2.4 inch) Display 0.1MP Rear Camera 2500 mAh Battery 1 Year Manufacturer Warranty
871,Itel It 5605,1398,32 MB RAM,32 MB ROM,2500 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/itel-it-5605/p/itmfc87hnuew438g?pid=MOBFC7SYG7MS8Y8E&lid=LSTMOBFC7SYG7MS8Y8ENIJNRZ&marketplace=FLIPKART&srno=b_37_871&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFC7SYG7MS8Y8E.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 32 MB ROM | Expandable Upto 64 GB 4.57 cm (1.8 inch) HQVGA Display 0.3MP Rear Camera 2500 mAh Battery NA Processor 12 month
872,Jmax J20,1399,32 MB RAM,64 MB ROM,2200 mAh Battery,2MP Rear Camera,https://www.flipkart.com/jmax-j20/p/itmad35258ca3582?pid=MOBFT3676FY2BSXX&lid=LSTMOBFT3676FY2BSXX58A2JR&marketplace=FLIPKART&srno=b_37_872&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFT3676FY2BSXX.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 64 MB ROM 7.11 cm (2.8 inch) NA Display 2MP Rear Camera 2200 mAh Battery Domestic Warranty
873,Gfive U707 & U873 Combo of Two mobiles,1399,32 MB RAM,64 MB ROM,950 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-u707-u873-combo-two-mobiles/p/itmbb5e27fde25c5?pid=MOBFVV4XF6S9657F&lid=LSTMOBFVV4XF6S9657FQD7IBD&marketplace=FLIPKART&srno=b_37_873&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFVV4XF6S9657F.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 950 mAh Battery Domestic
874,Gfive U707 & U873 Combo of Two mobiles,1399,32 MB RAM,64 MB ROM,950 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-u707-u873-combo-two-mobiles/p/itmbb5e27fde25c5?pid=MOBFVV5FX8UTG4UV&lid=LSTMOBFVV5FX8UTG4UVAPCH5E&marketplace=FLIPKART&srno=b_37_874&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFVV5FX8UTG4UV.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 950 mAh Battery Domestic
875,Gfive A2 & U707 Combo of Two Mobiles,1399,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-a2-u707-combo-two-mobiles/p/itm8f3ccc73df69c?pid=MOBFXDH6HFTRGSWK&lid=LSTMOBFXDH6HFTRGSWKBVMOKE&marketplace=FLIPKART&srno=b_37_875&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFXDH6HFTRGSWK.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery Domestic Warranty
876,Gfive A1 & U873 Combo of Two,1399,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-a1-u873-combo-two/p/itmfa676dbbfd4c1?pid=MOBFXDKKXE9FPP8P&lid=LSTMOBFXDKKXE9FPP8PQBSGTN&marketplace=FLIPKART&srno=b_37_876&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFXDKKXE9FPP8P.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery Domestic Warranty
877,Gfive U707 & U873 Combo of Two mobiles,1399,32 MB RAM,64 MB ROM,950 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-u707-u873-combo-two-mobiles/p/itmbb5e27fde25c5?pid=MOBFVV4V3KWC4JZM&lid=LSTMOBFVV4V3KWC4JZMTEBHIT&marketplace=FLIPKART&srno=b_37_877&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFVV4V3KWC4JZM.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 950 mAh Battery Domestic
878,Gfive A2 Combo of Two,1399,32 MB RAM,32 MB ROM,1000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/gfive-a2-combo-two/p/itm66760245e081d?pid=MOBFMZ86ZEGHQPR3&lid=LSTMOBFMZ86ZEGHQPR3WQBIPW&marketplace=FLIPKART&srno=b_37_878&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFMZ86ZEGHQPR3.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1000 mAh Battery Domestic Warranty
879,Gfive U707 & U873 Combo of Two mobiles,1399,32 MB RAM,64 MB ROM,950 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-u707-u873-combo-two-mobiles/p/itmbb5e27fde25c5?pid=MOBFVV4S5NZGZVQA&lid=LSTMOBFVV4S5NZGZVQAQ2HFYJ&marketplace=FLIPKART&srno=b_37_879&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFVV4S5NZGZVQA.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 950 mAh Battery Domestic
880,Micromax X811,1399,32 MB RAM,32 MB ROM,1000 mAh Battery,0.1MP Rear Camera,https://www.flipkart.com/micromax-x811/p/itmfcz2twzrfm29z?pid=MOBFCNZFBBFV8H9D&lid=LSTMOBFCNZFBBFV8H9DT0WO7W&marketplace=FLIPKART&srno=b_37_880&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFCNZFBBFV8H9D.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 32 MB ROM 7.11 cm (2.8 inch) Display 0.1MP Rear Camera 1000 mAh Battery 1 Year Warranty
881,Nokia 105 DS 2020,1399,4 MB RAM,4 MB ROM,NaN,,https://www.flipkart.com/nokia-105-ds-2020/p/itm610ffe4ca23ee?pid=MOBFJGSJPJYH6APY&lid=LSTMOBFJGSJPJYH6APYTX6UJB&marketplace=FLIPKART&srno=b_37_881&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFJGSJPJYH6APY.SEARCH&ssid=g4vm5lfj9s0000001605235648624,4 MB RAM | 4 MB ROM 4.57 cm (1.8 inch) Quarter QVGA Display 800 mAh3 Li-ion Battery Brand Warranty of 1 Year Available for Mobile from Date of Purchase
882,Jmax J20,1399,32 MB RAM,64 MB ROM,2200 mAh Battery,2MP Rear Camera,https://www.flipkart.com/jmax-j20/p/itmad35258ca3582?pid=MOBFSWZ3GGGEYSUP&lid=LSTMOBFSWZ3GGGEYSUPZAIP1K&marketplace=FLIPKART&srno=b_37_882&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFSWZ3GGGEYSUP.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 64 MB ROM 7.11 cm (2.8 inch) NA Display 2MP Rear Camera 2200 mAh Battery Domestic Warranty
883,Karbonn K-Phone 1,1399,32 MB RAM,32 MB ROM,1400 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/karbonn-k-phone-1/p/itmeamacffhujhzy?pid=MOBEAMACR6Z5NU2J&lid=LSTMOBEAMACR6Z5NU2JO6GOPQ&marketplace=FLIPKART&srno=b_37_883&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBEAMACR6Z5NU2J.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 32 MB ROM 6.1 cm (2.4 inch) QVGA Display 1.3MP Rear Camera 1400 mAh Battery 1 Year Manufacturer Warranty
884,Gfive A2 Combo of Two,1399,32 MB RAM,32 MB ROM,1000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/gfive-a2-combo-two/p/itm66760245e081d?pid=MOBFMZ86UPNZTUHA&lid=LSTMOBFMZ86UPNZTUHAXWFNTS&marketplace=FLIPKART&srno=b_37_884&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFMZ86UPNZTUHA.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1000 mAh Battery Domestic Warranty
885,Gfive A2 Combo of Two,1399,32 MB RAM,32 MB ROM,1000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/gfive-a2-combo-two/p/itm66760245e081d?pid=MOBFMZ86FXFZDWJF&lid=LSTMOBFMZ86FXFZDWJFTXCBYV&marketplace=FLIPKART&srno=b_37_885&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFMZ86FXFZDWJF.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1000 mAh Battery Domestic Warranty
886,Lava A5,1399,32 MB RAM,24 MB ROM,1000 mAh Li-ion Battery,0.3MP Rear Camera,https://www.flipkart.com/lava-a5/p/itme6891eee52df1?pid=MOBFTYA2P2NTWAGX&lid=LSTMOBFTYA2P2NTWAGXQONVZD&marketplace=FLIPKART&srno=b_37_886&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFTYA2P2NTWAGX.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) QVGA Display 0.3MP Rear Camera 1000 mAh Li-ion Battery Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
887,Gfive A2 & U707 Combo of Two Mobiles,1399,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-a2-u707-combo-two-mobiles/p/itm8f3ccc73df69c?pid=MOBFXDHFVFDBAHVM&lid=LSTMOBFXDHFVFDBAHVMSND4OR&marketplace=FLIPKART&srno=b_37_887&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFXDHFVFDBAHVM.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery Domestic Warranty
888,I Kall k-80 pen Mobile,1399,32 MB RAM,64 MB ROM,600 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kall-k-80-pen-mobile/p/itm09dc630b43caa?pid=MOBFM3TZCXB3MFHY&lid=LSTMOBFM3TZCXB3MFHYAYSUTV&marketplace=FLIPKART&srno=b_37_888&otracker=browse&fm=organic&iid=d5f0531c-ccff-4772-b130-bd68afc06d90.MOBFM3TZCXB3MFHY.SEARCH&ssid=g4vm5lfj9s0000001605235648624,32 MB RAM | 64 MB ROM 2.44 cm (0.96 inch) Display 0.3MP Rear Camera 600 mAh Battery 15 Months Warranty For Mobile and 6 Months for Box Accessories
889,Gfive A1 & U707 Combo of Two,1399,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-a1-u707-combo-two/p/itmd5ee43b1def4e?pid=MOBFXDJYG3UUGX9U&lid=LSTMOBFXDJYG3UUGX9UHPLOJF&marketplace=FLIPKART&srno=b_38_889&otracker=browse&fm=organic&iid=f90b5a15-3e56-489c-90d9-0330819a726a.MOBFXDJYG3UUGX9U.SEARCH&ssid=5c7igk6q8g0000001605235651100,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery Domestic Warranty
890,Gfive A1 & U707 Combo of Two,1399,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-a1-u707-combo-two/p/itmd5ee43b1def4e?pid=MOBFXDJSHTH5GGYB&lid=LSTMOBFXDJSHTH5GGYBAHSADR&marketplace=FLIPKART&srno=b_38_890&otracker=browse&fm=organic&iid=f90b5a15-3e56-489c-90d9-0330819a726a.MOBFXDJSHTH5GGYB.SEARCH&ssid=5c7igk6q8g0000001605235651100,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery Domestic Warranty
891,Gfive A1 & U707 Combo of Two,1399,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-a1-u707-combo-two/p/itmd5ee43b1def4e?pid=MOBFXDJVYGUYXAF8&lid=LSTMOBFXDJVYGUYXAF8U1IN6E&marketplace=FLIPKART&srno=b_38_891&otracker=browse&fm=organic&iid=f90b5a15-3e56-489c-90d9-0330819a726a.MOBFXDJVYGUYXAF8.SEARCH&ssid=5c7igk6q8g0000001605235651100,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery Domestic Warranty
892,Jmax M40 & M43 Combo,1399,32 MB RAM,32 MB ROM,1050 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/jmax-m40-m43-combo/p/itm703137d853826?pid=MOBFPHH3HWDFM2GJ&lid=LSTMOBFPHH3HWDFM2GJGVHAMW&marketplace=FLIPKART&srno=b_38_892&otracker=browse&fm=organic&iid=f90b5a15-3e56-489c-90d9-0330819a726a.MOBFPHH3HWDFM2GJ.SEARCH&ssid=5c7igk6q8g0000001605235651100,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1050 mAh Battery Domestic Warranty
893,Jmax M40 & M43 Combo,1399,32 MB RAM,32 MB ROM,1050 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/jmax-m40-m43-combo/p/itm703137d853826?pid=MOBFPHH3QKX54YQZ&lid=LSTMOBFPHH3QKX54YQZCJSR9R&marketplace=FLIPKART&srno=b_38_893&otracker=browse&fm=organic&iid=f90b5a15-3e56-489c-90d9-0330819a726a.MOBFPHH3QKX54YQZ.SEARCH&ssid=5c7igk6q8g0000001605235651100,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1050 mAh Battery Domestic Warranty
894,Jmax M40 & M43 Combo,1399,32 MB RAM,32 MB ROM,1050 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/jmax-m40-m43-combo/p/itm703137d853826?pid=MOBFPHH3RUWGSXAG&lid=LSTMOBFPHH3RUWGSXAGRIT1OW&marketplace=FLIPKART&srno=b_38_894&otracker=browse&fm=organic&iid=f90b5a15-3e56-489c-90d9-0330819a726a.MOBFPHH3RUWGSXAG.SEARCH&ssid=5c7igk6q8g0000001605235651100,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1050 mAh Battery Domestic Warranty
895,Jmax M40 & M43 Combo,1399,32 MB RAM,32 MB ROM,1050 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/jmax-m40-m43-combo/p/itm703137d853826?pid=MOBFPHH3GQVCCJPZ&lid=LSTMOBFPHH3GQVCCJPZSGIYCW&marketplace=FLIPKART&srno=b_38_895&otracker=browse&fm=organic&iid=f90b5a15-3e56-489c-90d9-0330819a726a.MOBFPHH3GQVCCJPZ.SEARCH&ssid=5c7igk6q8g0000001605235651100,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1050 mAh Battery Domestic Warranty
896,Jmax M40 & M43 Combo,1399,32 MB RAM,32 MB ROM,1050 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/jmax-m40-m43-combo/p/itm703137d853826?pid=MOBFPHH3ZVQYAT2B&lid=LSTMOBFPHH3ZVQYAT2B6HPOVX&marketplace=FLIPKART&srno=b_38_896&otracker=browse&fm=organic&iid=f90b5a15-3e56-489c-90d9-0330819a726a.MOBFPHH3ZVQYAT2B.SEARCH&ssid=5c7igk6q8g0000001605235651100,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1050 mAh Battery Domestic Warranty
897,Jmax M40 & M43 Combo,1399,32 MB RAM,32 MB ROM,1050 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/jmax-m40-m43-combo/p/itm703137d853826?pid=MOBFPHH3WAHUHPRM&lid=LSTMOBFPHH3WAHUHPRMBASHWY&marketplace=FLIPKART&srno=b_38_897&otracker=browse&fm=organic&iid=f90b5a15-3e56-489c-90d9-0330819a726a.MOBFPHH3WAHUHPRM.SEARCH&ssid=5c7igk6q8g0000001605235651100,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1050 mAh Battery Domestic Warranty
898,Jmax M40 & M43 Combo,1399,32 MB RAM,32 MB ROM,1050 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/jmax-m40-m43-combo/p/itm703137d853826?pid=MOBFPHH3YPCTZYGM&lid=LSTMOBFPHH3YPCTZYGM97PILK&marketplace=FLIPKART&srno=b_38_898&otracker=browse&fm=organic&iid=f90b5a15-3e56-489c-90d9-0330819a726a.MOBFPHH3YPCTZYGM.SEARCH&ssid=5c7igk6q8g0000001605235651100,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1050 mAh Battery Domestic Warranty
899,Jmax M40 & M43 Combo,1399,32 MB RAM,32 MB ROM,1050 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/jmax-m40-m43-combo/p/itm703137d853826?pid=MOBFPHH3XRCCGAMY&lid=LSTMOBFPHH3XRCCGAMY5MG9CS&marketplace=FLIPKART&srno=b_38_899&otracker=browse&fm=organic&iid=f90b5a15-3e56-489c-90d9-0330819a726a.MOBFPHH3XRCCGAMY.SEARCH&ssid=5c7igk6q8g0000001605235651100,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1050 mAh Battery Domestic Warranty
900,Jmax M40 & M43 Combo,1399,32 MB RAM,32 MB ROM,1050 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/jmax-m40-m43-combo/p/itm703137d853826?pid=MOBFPHH3YFJUYQAH&lid=LSTMOBFPHH3YFJUYQAH8DDXGJ&marketplace=FLIPKART&srno=b_38_900&otracker=browse&fm=organic&iid=f90b5a15-3e56-489c-90d9-0330819a726a.MOBFPHH3YFJUYQAH.SEARCH&ssid=5c7igk6q8g0000001605235651100,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1050 mAh Battery Domestic Warranty
