Sno.,Model Name,Price,RAM,ROM,Battery Capacity,Camera,URL,Features
182,Inovu A9,749,32 MB RAM,32 MB ROM,1200 mAh Battery,0.8MP; 0MP; 0MP Front Camera,https://www.flipkart.com/inovu-a9/p/itmf2qfuwjcfr4tt?pid=MOBF2VZT2CZWZPWP&lid=LSTMOBF2VZT2CZWZPWP18UVPN&marketplace=FLIPKART&srno=b_8_182&otracker=browse&fm=organic&iid=90dceeed-533f-49fa-adc7-565f116edf5e.MOBF2VZT2CZWZPWP.SEARCH&ssid=k0z1lk4wuo0000001605235589363,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) VGA Display 0.8MP + 0MP | 0MP Front Camera 1200 mAh Battery NA Processor 1 Year Manufacturer Warranty
183,Inovu A9,749,32 MB RAM,32 MB ROM,1200 mAh Battery,0.8MP Rear Camera; 0MP Front Camera,https://www.flipkart.com/inovu-a9/p/itmf2qfuwjcfr4tt?pid=MOBF2Z7ECNPQZGVA&lid=LSTMOBF2Z7ECNPQZGVAKJEEDV&marketplace=FLIPKART&srno=b_8_183&otracker=browse&fm=organic&iid=90dceeed-533f-49fa-adc7-565f116edf5e.MOBF2Z7ECNPQZGVA.SEARCH&ssid=k0z1lk4wuo0000001605235589363,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) Display 0.8MP Rear Camera | 0MP Front Camera 1200 mAh Battery NA Processor 1 Year Manufacturing Warranty
184,MTR M1,749,32 MB RAM,32 MB ROM,800 mAh Battery,0.03MP Rear Camera,https://www.flipkart.com/mtr-m1/p/itm49b40fc3cfb32?pid=MOBFP5Y5D44WDG8Z&lid=LSTMOBFP5Y5D44WDG8ZA9G4LT&marketplace=FLIPKART&srno=b_8_184&otracker=browse&fm=organic&iid=90dceeed-533f-49fa-adc7-565f116edf5e.MOBFP5Y5D44WDG8Z.SEARCH&ssid=k0z1lk4wuo0000001605235589363,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.03MP Rear Camera 800 mAh Battery 6 MONTHS
185,Jivi R21Plus,749,1 MB RAM,16 MB ROM,1000 mAh Battery,0.03MP; 0MP; 0MP Front Camera,https://www.flipkart.com/jivi-r21plus/p/itm8d717e214d2cb?pid=MOBFJMYCQYADAXAN&lid=LSTMOBFJMYCQYADAXANV2VLTN&marketplace=FLIPKART&srno=b_8_185&otracker=browse&fm=organic&iid=90dceeed-533f-49fa-adc7-565f116edf5e.MOBFJMYCQYADAXAN.SEARCH&ssid=k0z1lk4wuo0000001605235589363,1 MB RAM | 16 MB ROM | Expandable Upto 128 MB 4.57 cm (1.8 inch) QVGA Display 0.03MP + 0MP | 0MP Front Camera 1000 mAh Battery NA Processor 1 Year Manufacturer Warranty
186,MTR M1,749,32 MB RAM,32 MB ROM,800 mAh Battery,0.03MP Rear Camera,https://www.flipkart.com/mtr-m1/p/itm49b40fc3cfb32?pid=MOBFP5F42FCCBH6D&lid=LSTMOBFP5F42FCCBH6DFTSBJG&marketplace=FLIPKART&srno=b_8_186&otracker=browse&fm=organic&iid=90dceeed-533f-49fa-adc7-565f116edf5e.MOBFP5F42FCCBH6D.SEARCH&ssid=k0z1lk4wuo0000001605235589363,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.03MP Rear Camera 800 mAh Battery 6 MONTHS
187,MTR M1,749,32 MB RAM,32 MB ROM,800 mAh Battery,0.03MP Rear Camera,https://www.flipkart.com/mtr-m1/p/itm49b40fc3cfb32?pid=MOBFP5Y54FAHYKH4&lid=LSTMOBFP5Y54FAHYKH4GGRZ7V&marketplace=FLIPKART&srno=b_8_187&otracker=browse&fm=organic&iid=90dceeed-533f-49fa-adc7-565f116edf5e.MOBFP5Y54FAHYKH4.SEARCH&ssid=k0z1lk4wuo0000001605235589363,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.03MP Rear Camera 800 mAh Battery 6 MONTHS
188,Ziox X43,750,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/ziox-x43/p/itmc2c438aef2096?pid=MOBFJQFMSUHHRMAX&lid=LSTMOBFJQFMSUHHRMAXCXXY7F&marketplace=FLIPKART&srno=b_8_188&otracker=browse&fm=organic&iid=90dceeed-533f-49fa-adc7-565f116edf5e.MOBFJQFMSUHHRMAX.SEARCH&ssid=k0z1lk4wuo0000001605235589363,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Warranty
189,Peace P2,759,NaN,NaN,850 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/peace-p2/p/itmezgyfvarfcu36?pid=MOBEMPH2SNWQ2NRB&lid=LSTMOBEMPH2SNWQ2NRBFDH5I0&marketplace=FLIPKART&srno=b_8_189&otracker=browse&fm=organic&iid=90dceeed-533f-49fa-adc7-565f116edf5e.MOBEMPH2SNWQ2NRB.SEARCH&ssid=k0z1lk4wuo0000001605235589363,4.57 cm (1.8 inch) Display 0.3MP Rear Camera 850 mAh Battery 1 Year for Mobile & 3 Months for Accessories?
190,MIXX M1 NANO,759,64 MB RAM,64 MB ROM,800 mAh Battery,2.4MP Rear Camera,https://www.flipkart.com/mixx-m1-nano/p/itme3d01998e556e?pid=MOBFTYT3ZZ8YFDMR&lid=LSTMOBFTYT3ZZ8YFDMRIIVC2S&marketplace=FLIPKART&srno=b_8_190&otracker=browse&fm=organic&iid=90dceeed-533f-49fa-adc7-565f116edf5e.MOBFTYT3ZZ8YFDMR.SEARCH&ssid=k0z1lk4wuo0000001605235589363,64 MB RAM | 64 MB ROM 3.66 cm (1.44 inch) Display 2.4MP Rear Camera 800 mAh Battery 1 YEAR
191,Kechaoda K2,765,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kechaoda-k2/p/itma42d4453ed305?pid=MOBFMCZVJ5WPWUQT&lid=LSTMOBFMCZVJ5WPWUQTCLD7OX&marketplace=FLIPKART&srno=b_8_191&otracker=browse&fm=organic&iid=90dceeed-533f-49fa-adc7-565f116edf5e.MOBFMCZVJ5WPWUQT.SEARCH&ssid=k0z1lk4wuo0000001605235589363,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 YEAR
192,Kechaoda K2,765,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kechaoda-k2/p/itma42d4453ed305?pid=MOBFMCZXNSHHDJVG&lid=LSTMOBFMCZXNSHHDJVGLOGYGZ&marketplace=FLIPKART&srno=b_8_192&otracker=browse&fm=organic&iid=90dceeed-533f-49fa-adc7-565f116edf5e.MOBFMCZXNSHHDJVG.SEARCH&ssid=k0z1lk4wuo0000001605235589363,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 YEAR
193,Karbonn KX4i,775,32 MB RAM,32 MB ROM,800 mAh Lithium-ion Battery,,https://www.flipkart.com/karbonn-kx4i/p/itm048bf0a2cade1?pid=MOBFTGGSWZJED5DH&lid=LSTMOBFTGGSWZJED5DHQOFX9V&marketplace=FLIPKART&srno=b_9_193&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFTGGSWZJED5DH.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 800 mAh Lithium-ion Battery 1 Year Brand Warranty for Handset and 6 Months for Accessories
194,Lava Hero 600s,775,4 MB RAM,3 MB ROM,620 mAh Lithium-ion Battery,,https://www.flipkart.com/lava-hero-600s/p/itma55662cf37046?pid=MOBFVDS5AVZ4F9ES&lid=LSTMOBFVDS5AVZ4F9ES6TFP0X&marketplace=FLIPKART&srno=b_9_194&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFVDS5AVZ4F9ES.SEARCH&ssid=j0tjdl4ads0000001605235590443,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) QVGA Display 620 mAh Lithium-ion Battery 6 Months Warranty for Phone and 6 Months Replacement for Accessories in the Box
195,Karbonn KX1i,780,32 MB RAM,32 MB ROM,800 mAh Lithium-ion Battery,,https://www.flipkart.com/karbonn-kx1i/p/itm9f28ae38eca5d?pid=MOBFTGGST3VPFFUZ&lid=LSTMOBFTGGST3VPFFUZPACSOQ&marketplace=FLIPKART&srno=b_9_195&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFTGGST3VPFFUZ.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 800 mAh Lithium-ion Battery 1 Year Brand Warranty for Handset and 6 Months for Accessories
196,ITEL ACE,785,32 MB RAM,32 MB ROM,1000 mAh Battery,,https://www.flipkart.com/itel-ace/p/itmae7e00a01aee7?pid=MOBFUFGZCYSMDSNB&lid=LSTMOBFUFGZCYSMDSNBQN5LFT&marketplace=FLIPKART&srno=b_9_196&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFUFGZCYSMDSNB.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1000 mAh Battery 1 year
197,Karbonn K140 Pop,787,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/karbonn-k140-pop/p/itmf5uqfvcsf2v6a?pid=MOBF5PX9GVXJ9E4M&lid=LSTMOBF5PX9GVXJ9E4MZWYBJ7&marketplace=FLIPKART&srno=b_9_197&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBF5PX9GVXJ9E4M.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 year manufacturer warranty on handset & 6 months warranty on box accessories
198,Gfive Classic,789,32 MB RAM,32 MB ROM,1050 mAh Battery,,https://www.flipkart.com/gfive-classic/p/itmfyg4uxgnzrfys?pid=MOBFE9Z2YS3EHSHC&lid=LSTMOBFE9Z2YS3EHSHCCB3AGK&marketplace=FLIPKART&srno=b_9_198&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFE9Z2YS3EHSHC.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 1050 mAh Battery 1 Year Manufacturer Warranty
199,Mymax M30,789,32 MB RAM,32 MB ROM,1000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/mymax-m30/p/itmf3caggfyghmru?pid=MOBF3BQVEZSQKYAQ&lid=LSTMOBF3BQVEZSQKYAQNKMZZD&marketplace=FLIPKART&srno=b_9_199&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBF3BQVEZSQKYAQ.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1000 mAh Battery na
200,Vow V104,790,NaN,32 MB ROM,600 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/vow-v104/p/itmf4fs6ht6kqmjn?pid=MOBF4YZJJR5VTRFZ&lid=LSTMOBF4YZJJR5VTRFZVAOFFI&marketplace=FLIPKART&srno=b_9_200&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBF4YZJJR5VTRFZ.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB ROM 4.5 cm (1.77 inch) Display 0.3MP Rear Camera 600 mAh Battery 1 Year Manufacturer Warranty
201,Mafe X1,796,32 MB RAM,64 MB ROM,1050 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/mafe-x1/p/itmf57dhcbnxz6zp?pid=MOBF5R2MVWSDEC8H&lid=LSTMOBF5R2MVWSDEC8HC91GAZ&marketplace=FLIPKART&srno=b_9_201&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBF5R2MVWSDEC8H.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Quarter QVGA Display 0.3MP Rear Camera 1050 mAh Battery 1 Year Manufacturer Warranty
202,Karbonn KX4,798,32 MB RAM,32 MB ROM,1000 mAh Lithium-ion Battery,0.08MP Rear Camera,https://www.flipkart.com/karbonn-kx4/p/itmb1281666d4fe3?pid=MOBFTUS2DVE4EZU6&lid=LSTMOBFTUS2DVE4EZU6F5QK7W&marketplace=FLIPKART&srno=b_9_202&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFTUS2DVE4EZU6.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.08MP Rear Camera 1000 mAh Lithium-ion Battery 1 Year Brand Warranty for Handset and 6 Months for Accessories
203,Mafe CUBE,798,32 MB RAM,64 MB ROM,1050 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/mafe-cube/p/itm1c2722e8476c6?pid=MOBFTP9XZZXNGUNY&lid=LSTMOBFTP9XZZXNGUNYQW5ZS5&marketplace=FLIPKART&srno=b_9_203&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFTP9XZZXNGUNY.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1050 mAh Battery 6 MONTH
204,Salora Volt 2,799,32 MB RAM,32 MB ROM,2000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/salora-volt-2/p/itmevwcyvdggwa5x?pid=MOBEVWCYFUXHBRCE&lid=LSTMOBEVWCYFUXHBRCEE1VCLA&marketplace=FLIPKART&srno=b_9_204&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBEVWCYFUXHBRCE.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 2000 mAh Battery 1 year
205,Karbonn KX1Indian,799,32 MB RAM,32 MB ROM,1000 mAh Battery,0.08MP Rear Camera,https://www.flipkart.com/karbonn-kx1indian/p/itmac64e632b6228?pid=MOBFX3ZEZDFH4PNG&lid=LSTMOBFX3ZEZDFH4PNGNIVUYX&marketplace=FLIPKART&srno=b_9_205&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFX3ZEZDFH4PNG.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.08MP Rear Camera 1000 mAh Battery 1 Year Brand Warranty for Handset and 6 Months for Accessories
206,KXD M3+,799,32 MB RAM,32 MB ROM,2500 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/kxd-m3/p/itm73776bc9aaa91?pid=MOBFWX4JPUHPYRBZ&lid=LSTMOBFWX4JPUHPYRBZUK5VBI&marketplace=FLIPKART&srno=b_9_206&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFWX4JPUHPYRBZ.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.5 cm (1.77 inch) QVGA Display 1.3MP Rear Camera 2500 mAh Battery 12 Months Warranty
207,Mymax M40,799,32 MB RAM,32 MB ROM,1000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/mymax-m40/p/itmf3prncfadrdrd?pid=MOBF3MHZZWSG8BYR&lid=LSTMOBF3MHZZWSG8BYRJEBM7A&marketplace=FLIPKART&srno=b_9_207&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBF3MHZZWSG8BYR.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1000 mAh Battery 10 Days Replacement Warranty
208,Blackbear B5 Bucket,799,64 MB RAM,64 MB ROM,1050 mAh Battery,2.4MP Rear Camera,https://www.flipkart.com/blackbear-b5-bucket/p/itm0bc7b114a62da?pid=MOBFK3WN3YYKRD5N&lid=LSTMOBFK3WN3YYKRD5NGDGK6G&marketplace=FLIPKART&srno=b_9_208&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFK3WN3YYKRD5N.SEARCH&ssid=j0tjdl4ads0000001605235590443,64 MB RAM | 64 MB ROM | Expandable Upto 16 MB 4.57 cm (1.8 inch) QVGA Display 2.4MP Rear Camera 1050 mAh Battery 1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase
209,GIVA G1,799,32 MB RAM,64 MB ROM,1100 mAh Battery,0.8MP Rear Camera,https://www.flipkart.com/giva-g1/p/itmc9d36bdfbd73c?pid=MOBFUZXNYZZ7B3SE&lid=LSTMOBFUZXNYZZ7B3SEFLM5WG&marketplace=FLIPKART&srno=b_9_209&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFUZXNYZZ7B3SE.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 0.8MP Rear Camera 1100 mAh Battery 1 YEAR SERVICE CENTER WARRANTY
210,Itel IT 2130,799,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/itel-it-2130/p/itmf5cpgusm86qhu?pid=MOBF5BKCW8NYYJBF&lid=LSTMOBF5BKCW8NYYJBFSZ6BX2&marketplace=FLIPKART&srno=b_9_210&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBF5BKCW8NYYJBF.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty
211,KXD M3+,799,32 MB RAM,32 MB ROM,2500 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/kxd-m3/p/itm73776bc9aaa91?pid=MOBFWZ3E9QTKSQ79&lid=LSTMOBFWZ3E9QTKSQ79E145HE&marketplace=FLIPKART&srno=b_9_211&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFWZ3E9QTKSQ79.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.5 cm (1.77 inch) QVGA Display 1.3MP Rear Camera 2500 mAh Battery Service BY KENXINDA Warranty
212,MIXX M1 ROSE,799,64 MB RAM,64 MB ROM,2500 mAh Battery,2.4MP Rear Camera,https://www.flipkart.com/mixx-m1-rose/p/itm144fd5899b58f?pid=MOBFVZGFRQPJ8T5U&lid=LSTMOBFVZGFRQPJ8T5UH7H4YZ&marketplace=FLIPKART&srno=b_9_212&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFVZGFRQPJ8T5U.SEARCH&ssid=j0tjdl4ads0000001605235590443,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 2.4MP Rear Camera 2500 mAh Battery 1 YEAR
213,Karbonn K310n,799,10 MB RAM,10 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/karbonn-k310n/p/itmffc3wfvjgfzfs?pid=MOBFFYZGYGNMEWFA&lid=LSTMOBFFYZGYGNMEWFAARG9WB&marketplace=FLIPKART&srno=b_9_213&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFFYZGYGNMEWFA.SEARCH&ssid=j0tjdl4ads0000001605235590443,10 MB RAM | 10 MB ROM 4.57 cm (1.8 inch) NA Display 0.3MP Rear Camera 800 mAh Battery 1 Year
214,Karbonn KX3,799,32 MB RAM,32 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/karbonn-kx3/p/itmadce6075acf6c?pid=MOBFJC3CFR2MGSFA&lid=LSTMOBFJC3CFR2MGSFANB0JYX&marketplace=FLIPKART&srno=b_9_214&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFJC3CFR2MGSFA.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Quarter QVGA Display 0.3MP Rear Camera 800 mAh Battery 1 Year Brand Warranty
215,MIXX M1 LILY,799,64 MB RAM,64 MB ROM,2500 mAh Battery,2.4MP Rear Camera,https://www.flipkart.com/mixx-m1-lily/p/itm704122c5963bf?pid=MOBFVZHQCEYEFHVG&lid=LSTMOBFVZHQCEYEFHVGEP9XFO&marketplace=FLIPKART&srno=b_9_215&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBFVZHQCEYEFHVG.SEARCH&ssid=j0tjdl4ads0000001605235590443,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 2.4MP Rear Camera 2500 mAh Battery 1 YEAR
216,I Kall K36,799,32 MB RAM,64 MB ROM,1800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/i-kall-k36/p/itmf62mhbaveuce9?pid=MOBF5ZFSGPVJS6FQ&lid=LSTMOBF5ZFSGPVJS6FQGCKBTC&marketplace=FLIPKART&srno=b_9_216&otracker=browse&fm=organic&iid=ff68782c-db69-4586-95a5-c3c2d249d822.MOBF5ZFSGPVJS6FQ.SEARCH&ssid=j0tjdl4ads0000001605235590443,32 MB RAM | 64 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1800 mAh Battery 15 Month  Manufacturer Warranty
217,I Kall K37 New,799,32 MB RAM,64 MB ROM,1500 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kall-k37-new/p/itmf6jw9dxdbakhq?pid=MOBFHAJNW9EF5XNT&lid=LSTMOBFHAJNW9EF5XNTONOKDW&marketplace=FLIPKART&srno=b_10_217&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFHAJNW9EF5XNT.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 64 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1500 mAh Battery 15 Month Manufacturer Warranty
218,I Kall K33 New,799,32 MB RAM,64 MB ROM,1500 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kall-k33-new/p/itmfhcr8e6fyjngc?pid=MOBFHMWHUZQWDNYU&lid=LSTMOBFHMWHUZQWDNYUIRLS9T&marketplace=FLIPKART&srno=b_10_218&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFHMWHUZQWDNYU.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 64 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1500 mAh Battery 15 Month Manufacturer Warranty
219,MBO 702,799,32 MB RAM,32 MB ROM,1000 mAh Battery,2MP Rear Camera,https://www.flipkart.com/mbo-702/p/itm5b5c92a699809?pid=MOBFUZZBE7DFCFKT&lid=LSTMOBFUZZBE7DFCFKTKVI8GA&marketplace=FLIPKART&srno=b_10_219&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFUZZBE7DFCFKT.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 2MP Rear Camera 1000 mAh Battery na
220,ROKEA R222,799,256 MB RAM,32 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/rokea-r222/p/itmd186d92e57cff?pid=MOBFHWASJTKRPSZN&lid=LSTMOBFHWASJTKRPSZNXZ1LYO&marketplace=FLIPKART&srno=b_10_220&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFHWASJTKRPSZN.SEARCH&ssid=ihobdshs8w0000001605235591941,256 MB RAM | 32 MB ROM | Expandable Upto 16 GB 3.66 cm (1.44 inch) Display 0.3MP Rear Camera 800 mAh Battery 1 year manufacturer warranty for device and 1 months manufacturer warranty for in-box accessories including batteries from the date of purchase
221,Detel D1 Hero,799,32 MB RAM,32 MB ROM,1500 mAh Battery,0.3MP; 0.3MP; 0MP Front Camera,https://www.flipkart.com/detel-d1-hero/p/itmf8mzzqdbkywkv?pid=MOBF8MZZXKAFK9WA&lid=LSTMOBF8MZZXKAFK9WAOOHHY3&marketplace=FLIPKART&srno=b_10_221&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBF8MZZXKAFK9WA.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 6.1 cm (2.4 inch) Quarter QVGA Display 0.3MP + 0.3MP | 0MP Front Camera 1500 mAh Battery NA Processor 1 Year for Handset & 6 Month for Accessories
222,DETEL D1 STAR,799,32 MB RAM,512 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/detel-d1-star/p/itm52d42fec3aa60?pid=MOBFHGQFNFWVZQXJ&lid=LSTMOBFHGQFNFWVZQXJKVUIGH&marketplace=FLIPKART&srno=b_10_222&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFHGQFNFWVZQXJ.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 512 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Warranty
223,KXD M2+,799,32 MB RAM,32 MB ROM,2500 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/kxd-m2/p/itm1330fceba6959?pid=MOBFWZ4F8HBG2P5A&lid=LSTMOBFWZ4F8HBG2P5AQFCPGA&marketplace=FLIPKART&srno=b_10_223&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFWZ4F8HBG2P5A.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.5 cm (1.77 inch) QVGA Display 1.3MP Rear Camera 2500 mAh Battery Service BY KENXINDA Warranty
224,DETEL D1 Star,799,32 MB RAM,512 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/detel-d1-star/p/itm52d42fec3aa60?pid=MOBFHGQ2YGMF8ZDY&lid=LSTMOBFHGQ2YGMF8ZDYDYZKBH&marketplace=FLIPKART&srno=b_10_224&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFHGQ2YGMF8ZDY.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 512 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Warranty
225,I Kall k111 new,799,32 MB RAM,64 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kall-k111-new/p/itm390d8d5cdc120?pid=MOBFMFZZREZVPVDG&lid=LSTMOBFMFZZREZVPVDGX7QAEJ&marketplace=FLIPKART&srno=b_10_225&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFMFZZREZVPVDG.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 64 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1000 mAh Battery 15 Month Manufacturer Warranty
